Code,Name,Instructor,Slot,Credits,Text Reference,Description,Mean,Median,Mode,Std. Dev.,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,PP,NP,DX,W,II
MM 225,AI and Data Science,"Venkatramanan D., M.P. Gururajan, Mogadalai Pandurangan Gururajan, Hina Amol Gokhale",12,6.0,"● Principles and Techniques of Data Science, By Sam Lau, Joey Gonzalez, andDeb Nolan, 2019, available online at https://www.textbook.ds100.org/intro● Python for data analysis, Wes Mckinney, O Reilly, 2013● CUDA by Example: An Introduction to General-Purpose GPU Programming,Jason Sanders, Nvidia, 2010● NORMAN MATLOFF. Parallel Computing for Data Science: With Examples in R,C++, and CUDA. Boca Raton: CRC Press.● Pattern Recognition and Machine Learning, by Christopher Bishop, Springer 2011● The Elements of Statistical Learning: Data Mining, Inference, and Prediction,Second Edition, by Trevor Hastie and Robert Tibshirani (Springer Series inStatistics) 2016● Dive into Deep Learning by Aston Zhang, Zack C. Lipton, Mu Li and AlexanderSmola, 2020 (https://d2l.ai)● Deep Learning, I. GoodFellow, Y. Benjio and A. Courville, MIT Press, 2017.● Introduction to Probability and Statistics for Engineers and Scientists 5th Editionby Sheldon M. Ross (Author)● Mathematics for machine learning. Mark Deisenroth et. al., Cambridge Press,2021.","1. Programming Basics (Python programming, basic data structures in Python, Data handling, Introduction to data file i/o, Introduction to n-d arrays (numpy), Introduction to plotting (25%) 2. Introduction to Probability (25%). Sample Spaces and events Probability axioms. Properties of Probability, Counting Techniques. Random Variables. Expectations and Variances. Visualizing PDF: Point plot, PDF, CDF, histogram, binning issues in histogram. Conditional probabilities and conditional expectation. Independence. Important discrete and continuous distributions. Bivariate distributions. Visualization of relationship between two variables: bi-variate histogram, conditional PDFs. Joint Probability distributions. Multivariate Normal Distributions with the corresponding mean vectors, variance-covariance matrices and correlation matrices. 3. Hypothesis testing (5%). Type 1 and Type 2 errors. Testing for parameters of a normal distribution and for percentages based on a single sample and based on two samples. Introduction to the chi-squared test. The concept of p-value. 4. Exploratory data analysis and data visualization: Unsupervised data exploration methods: PCA, SVD, T-SNE, etc (10%) 5. Introduction to supervised learning (25%) What is learning, learning objectives. Training, validation, and testing. General linear regression with testing hypothesis for regression coefficients and model ANOVA, Comparing the performance and tests using one way / multiple way ANOVA, Classification and regression, Neural networks, CNNs. 6. Department-specific applications (10%)",6.626373626373627,7.0,7.0,2.5795363453436617,21,39,0,0,56,57,36,25,15,0,24,0,0,0,0,0
MM 301,Phase Transformations,"Prabhu N., Nithyanand Prabhu",X,8.0,"D.A.Porter and K.L.Easterling : Phase Transformations in Metals and alloys, Van-Nostrand, 1981. A.K.Jena and M.C. Chaturvedi, Phase Transformations in Materials,Prentice Hall, New Jersey (1992).","Free energy - composition diagrams for binary systems. Diffusion in interstial and substitutional solid solutions. Atomic mobility and vacancy diffusion. High diffusivity paths. Kirkendall effect. Diffusion in ceramics, Applications of diffusion equations. Homogeneous and heterogeneous nucleation in a single component system. Interface and diffusion controlled growth. Coherent, semicoherent and incoherent interfaces. Transformations controlled by heat flow. Solidification of a single phase alloy. Dendritic and cellular growth. Kinetics of eutectic and eutectoid transformations, precipitation and dispersion hardening. Cold work, recovery and recrystallization. Grain growth. Order-disorder changes. Elements of martensitic transformation. Hardening and tempering phenomena.",4.930555555555555,5.0,0.0,3.112467098211873,7,9,0,0,17,18,17,19,25,20,12,0,0,0,0,0
MM 305-S1,Kinetics of Processes,"Triratna Muneshwar, Ajay Singh Panwar",2,6.0,"Texts/References K.J. Laidler, Chemical Kinetics, 3r<1Ed., Harper and Row, New York, 1987. J.M. Smith, Chemical Engineering Kinetics, 3rdIntI. Ed. McGraw-Hill, Singapore, 1985. O. Levenspiel, Chemical Reaction Engineering, 3rdEd., John Wiley, New York, 1999. H.S. Fogler, Elements of Chemical Reaction Engineering, 3rdEd., Prentice Hall of India, New Delhi, 1999. A.W. Adamson and A.P. Gast, Physical Chemistry of Surfaces, 6thEd., Wiley-Interscience, 1997.","Thermodynamics vs kinetics; Homogeneous vs heterogeneous reactions. Chemical reaction kinetics: order of reactions, Arrhenius equation. Rate theories. Homogenous reactions. Ideal batch reactors, continuous stirred tank reactors, plug flow reactors. Residence time & RTD. Mixing. Design of reactors for homogenous reactions. Heterogeneous Reactions - Elements of mass transfer, diffusion in fluids, mass transport equation, mass transfer coeff. Mass transfer in porous materials, ordinary & Knudsen diffusion, pore size distribution. Adsorption : Physical vs chemical, Adsorption isotherms, BET method. Surface reactions & their kinetics. Fluid-fluid reactors with homogeneous& heterogeneous reactions. Fluid-solid contactors / reactors: packed bed, fluidized bed. Heat transfer controlled reactions. Examples from materials processing: CVD/PVD reactors, thin film deposition,. combustion, oxidation/reduction, drying, calcinations, precipitation etc.",6.34375,7.0,6.0,2.558637720375236,7,4,0,0,11,11,13,5,8,4,0,0,0,0,0,1
MM 305-S2,Kinetics of Processes,"Triratna Muneshwar, Ajay Singh Panwar",2,6.0,"Texts/References K.J. Laidler, Chemical Kinetics, 3r<1Ed., Harper and Row, New York, 1987. J.M. Smith, Chemical Engineering Kinetics, 3rdIntI. Ed. McGraw-Hill, Singapore, 1985. O. Levenspiel, Chemical Reaction Engineering, 3rdEd., John Wiley, New York, 1999. H.S. Fogler, Elements of Chemical Reaction Engineering, 3rdEd., Prentice Hall of India, New Delhi, 1999. A.W. Adamson and A.P. Gast, Physical Chemistry of Surfaces, 6thEd., Wiley-Interscience, 1997.","Thermodynamics vs kinetics; Homogeneous vs heterogeneous reactions. Chemical reaction kinetics: order of reactions, Arrhenius equation. Rate theories. Homogenous reactions. Ideal batch reactors, continuous stirred tank reactors, plug flow reactors. Residence time & RTD. Mixing. Design of reactors for homogenous reactions. Heterogeneous Reactions - Elements of mass transfer, diffusion in fluids, mass transport equation, mass transfer coeff. Mass transfer in porous materials, ordinary & Knudsen diffusion, pore size distribution. Adsorption : Physical vs chemical, Adsorption isotherms, BET method. Surface reactions & their kinetics. Fluid-fluid reactors with homogeneous& heterogeneous reactions. Fluid-solid contactors / reactors: packed bed, fluidized bed. Heat transfer controlled reactions. Examples from materials processing: CVD/PVD reactors, thin film deposition,. combustion, oxidation/reduction, drying, calcinations, precipitation etc.",6.410958904109589,7.0,9.0,2.6553699074723833,6,12,0,0,12,8,12,8,9,6,0,0,0,0,0,0
MM 319-S1,Mechanical Behaviour of Materials,"Nagamani J. Balila, Anirban Patra",X,8.0,None,None,6.757575757575758,7.0,6.0,2.443582527989503,8,9,1,0,6,13,14,8,3,0,3,0,0,0,0,1
MM 319-S2,Mechanical Behaviour of Materials,"Nagamani J. Balila, Anirban Patra",X,8.0,None,None,7.314285714285714,8.0,10.0,2.2363457326685525,13,10,2,0,12,9,7,7,9,0,1,0,0,0,0,0
MM 362-S1,Mech. Testing Lab.,"Prita Pant, Sanjay Chandra",,2.5,"G.E. Dieter Mechanical Metallurgy, McGraw Hill Book Co. (3rd Ed.) 1988.Metals Hand book, 9th Edition, Vol.8 Mechanical Testing, ASM Internationa, 1985.",Tensile testing. Hardness measurement. Formability testing. Impact testing at room and subzero temperatures. Transverse rupture strength of brittle materials. KIC testing. CTOD testing. Fatigue and fatigue crack growth studies. Fractography.,8.136363636363637,8.0,9.0,1.4020464563395414,8,24,0,0,16,11,3,2,2,0,0,0,0,0,0,0
MM 362-S2,Mech. Testing Lab.,"Prita Pant, Sanjay Chandra",,2.5,"G.E. Dieter Mechanical Metallurgy, McGraw Hill Book Co. (3rd Ed.) 1988.Metals Hand book, 9th Edition, Vol.8 Mechanical Testing, ASM Internationa, 1985.",Tensile testing. Hardness measurement. Formability testing. Impact testing at room and subzero temperatures. Transverse rupture strength of brittle materials. KIC testing. CTOD testing. Fatigue and fatigue crack growth studies. Fractography.,8.191176470588236,9.0,10.0,1.894669292934088,22,13,0,0,13,6,9,4,0,0,1,0,0,0,0,0
MM 396,Seminar,"Mural S Prasanna Kumar, Aswani Yella",,3.0,None,None,6.115384615384615,8.0,0.0,3.8443102474593904,12,18,0,0,12,8,5,1,2,0,8,0,0,0,0,12
MM 409,Colloidal & Interfacial Science,"Mithun Chowdhury, Parag Bhargava",5,6.0,"T. Cosgrove, Colloid Science: Principles, Methods and Applications, Wiley-Blackwell, 2005.A.W. Adamson and A.P. Gast, Physical Chemistry of Surfaces, 6th Ed., Wiley-Interscience, 1997.P.C. Hiemenz and R. Rajagopalan (Editors), Principles of Colloid and Surface Chemistry, 3rd Ed., Academic Press, New York, 1997.J.N. Israelachvili, Intermolecular and Surface Forces, 2nd Ed., Academic Press, New York, 1992.D.F. Evans and H. Wennerstr303266m, The Colloidal Domain: Where Physics, Chemistry, Biology, and Technology Meet, 2nd Ed., Wiley-VCH, 1999.I.D. Morrison and S. Ross, Colloidal Dispersions: Suspensions, Emulsions, and Foams, Wiley, 2002.M.J. Rosen, Surfactants and Interfacial Phenomena, 3rd Ed., Wiley-Interscience, 2004.","Natures of interfaces, Thermodynamics of interfaces, Adsorption and deposition at surfaces and interfaces, Surface tension, Capillarity and wetting, Surfactants, Micelles, Critical micelle concentration, Emulsions, Surface activity in emulsions, Stability of emulsions, Demulsification, Foams, Foam structures, Foam drainage and stability, Foam inhibition and antifoams. Measurement of surface and interfacial tension, Measurement of contact angle, Fine particles, Colloid materials, and colloid stability, Clusters, Nanomaterials, Light scattering by small particles, Self-organization, Interfacial forces and fields, Electrical double layer, Hamaker constant, DLVO theory, vander-waals forces, Electrostatic, steric and electrosteric stabilization, Zeta potential, Flocculation, Coagulation, Electrokinetics, and Rheology of dispersions, Porous materials and membranes, Thin films, Surfactant assisted nanoparticle synthesis, Applications of colloid and interfacial science.",7.533333333333333,8.0,8.0,2.065591117977289,4,0,0,0,5,2,1,1,2,0,0,0,0,0,0,0
MM 433,Manufacturing Process Seminar,"Mithun Chowdhury, Amrita Bhattacharya",10,3.0,None,None,9.079136690647482,9.0,9.0,0.8346200055378743,50,53,0,0,34,1,1,0,0,0,0,0,0,0,0,0
MM 435-S1,Instrumentation and controls laboratory,Khosla N.K.,Mon-L1-14:00:00-16:55:00-,3.0,None,Controls : Process Simulator 302226 for a real heating process. Introduction to the principle of controls. Position control system. Analog computer 302226 solve differential equations. Level control experiment 302226 controlling the level of a liquid. RPM control.Computation : Computations using MATLAB or OCTAVE. Finding roots of a system of linear/non-linear equations - Case study: Equilibrium of a gas reaction - given thermodynamic data. Solving ordinary differential equations. Linear programming 302226 constrained minimization. Introduction to plotting tools 302226 Case study: Generate phase diagrams using free energy vs. composition data. Solving PDE. Analytical and numerical modeling of weld bead geometry.,8.426470588235293,8.0,8.0,1.2009470947944256,11,15,3,0,33,1,3,1,1,0,0,0,0,0,0,0
MM 435-S2,Instrumentation and controls laboratory,Khosla N.K.,Mon-L1-14:00:00-16:55:00-,3.0,None,Controls : Process Simulator 302226 for a real heating process. Introduction to the principle of controls. Position control system. Analog computer 302226 solve differential equations. Level control experiment 302226 controlling the level of a liquid. RPM control.Computation : Computations using MATLAB or OCTAVE. Finding roots of a system of linear/non-linear equations - Case study: Equilibrium of a gas reaction - given thermodynamic data. Solving ordinary differential equations. Linear programming 302226 constrained minimization. Introduction to plotting tools 302226 Case study: Generate phase diagrams using free energy vs. composition data. Solving PDE. Analytical and numerical modeling of weld bead geometry.,8.472222222222221,8.5,8.0,1.1502874377121453,13,23,0,0,28,3,4,0,1,0,0,0,0,0,0,0
MM 439-S1,Iron and Steelmaking,"Manish Marotrao Pande, Somnath Amar Nath Basu, Manish M. Pande, Somnath Basu",7,8.0,None,None,5.611111111111111,6.0,6.0,2.359013613126694,2,6,0,0,6,11,14,13,14,0,6,0,0,0,0,0
MM 439-S2,Iron and Steelmaking,"Manish Marotrao Pande, Somnath Amar Nath Basu, Manish M. Pande, Somnath Basu",7,8.0,None,None,5.914285714285715,6.0,4.0,2.523758740064872,8,2,0,0,8,11,10,11,15,0,5,0,0,0,0,0
MM 451,Instrumentation and Process Control Theory,Khosla N.K.,2,6.0,"F.H. Raven, Automatic Control Engineering, McGraw-Hill, 1961.P. Dransfield, Engineering Systems and Automatic Control, Prentice Hall, 1968.B.C. Nakra and K.K. Chaudhry, Instrumentation, Measurement and Analysis, Tata McGraw Hill, 1985.D.P. Eckeman, Industrial Instrumentation, Wiley Eastern, 1985.","Modelling in mechanical translation, rotary and simple hydraulic and pneumatic systems, one tank and two tank process, Block diagrams, transfer functions and steady state behaviour of systems. Dynamic behaviour, transient response and analysis, stability criterion. Types of controllers on-off, P, PI, PID controllers. Analog computers and their use in simulation and analysis of control systems. Characteristics of measurements, temperature measurement, flow measurement, pressure measurement and level measurement. Measurement of force and torque. Measurement of acceleration. P & ID of typical process case examples in instrumentation from metallurgical processes.",6.211267605633803,7.0,7.0,2.4547854145373753,9,13,1,0,22,27,22,16,22,0,10,0,0,0,0,0
MM 452,Plant Engineering,Sanjay Chandra,6,6.0,"W.H.Perry: Chemical Engineer`s Handbook, McGraw Hill, 6th Edn., 1984.H.E.Boyer and T.L.Gall, Metals Handbook (Desk Edn.), ASM 6th Edn., 1991.","Flow charting, auxiliary and process equipments layout, pneumatic and hydraulic lines, P&D diagrams, related standards and specifications. Estimation of overall power requirements and its distribution among different sources. Process steam, treated water and liquid/gaseous fuel consumption estimates. Specifying, selecting, operating and maintenance of pumps blowers and compressors. Problems peculiar to high temperature metallurgical equipments. Material handling equipments. Foundations, buildings and structures. Production scheduling for continuous/batch process. Inventory control. Material and energy flow. Energy audit. Measurement to conserve energy and to recycle wastes. Storage of raw materials and product packaging. Generation and control of process variables. Measures to control losses due to corrosion and wear in the existing plants and to minimise in new ones. Basic equipment fabrication and finishing techniques. QA, TQM, ISO norms and linear programming. Capacity utilisation, reengineering. Optimum product mix. Nomograms and thumb rules. Waste management and environmental considerations.",7.863636363636363,8.0,9.0,1.67034226733424,3,7,0,0,4,3,3,1,1,0,0,0,0,0,0,0
MM 453,Engineering Polymers & Composites,"Arup R. Bhattacharyya, Mural S Prasanna Kumar",1,6.0,"C.M. Hall : Polymer Materials, MacMillan Education Ltd., London 1989.R.B. Seymour and C.E.Carraher Jr., Polymer Chemistry, Marcel Dekker, New York, 0111992.R.C. Progelhof, Polymer Engineering Principles, Throne Hanser Publ. Munich, 1993.Modern Plastics Encyclopedia Issue, Modern Plastics, Published yearly.F.L. Matthews and R.D. Rawlings, Composite Materials: Engineering and Science, 011Chapman & Hall, London ,1994.","Classification of polymers, Polymerization reactions. Polymer characterization, thermal, mechanical and electrical properties, polymer crystallinity, structure property correlations in polymers.Polymer Engineering: Raw materials for production, Polymer processing techniques; fabrication of special polymer products. Introduction and classification of composite materials, strengthening mechanisms in composites, Reinforcing materials: fibres, whiskers and particles. Manufacture of glass fibres, fabrication of fibre reinforced plastics and metal matrix composites. Properties and application of composites.",7.993006993006993,8.0,8.0,1.5677044467453423,25,32,1,0,35,27,18,2,2,0,1,0,0,0,0,0
MM 474,Science and Technology of Thin Films,Dusane Rajiv O.,12,6.0,"1. Materials science of thin films, M. ohring, Academic press.2. Vacuum deposition of thin films, L. Holland, Chapman and Hall.3. Glow discharge processes, B. Chapman, Wiley, New York.4. Thin film phenomena, K.. Chopra, McGraw Hill, Yew York.","A. Vacuum components and systems : Need for vacuum, ways to achieve vacuum, determination of vacuum, dry and vapour pumps, pressure measurement gauges, conductance and other system design considerations. B. Thin film deposition techniques: Physical and chemical vapour deposition techniques including molecular beam epitaxy, laser ablation and hot wire and microwave CVD techniques. Film contamination, cosine law of deposition, conformal coverage and line of sight deposition. C. Growth of thin films: Thermodynamic and kinetic considerations of deposition of thin films by both CVD and PVD. In situ characterization of thin film deposition process. D. Characterization of thin films: Different methods of thickness measurements, electrical, optical, chemical and structural property determination. E. Some important applications of thin films: Hard and decorative coatings, semiconductor thin films, organic thin films.",7.241379310344827,7.5,8.0,2.186965732872239,8,10,0,0,11,11,8,5,3,1,0,0,0,0,0,1
MM 477,Ceramic Processing Techniques,Sudhanshu Mallick,9,6.0,None,None,8.0,8.0,8.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MM 492,B.Tech Project I,Avradeep Pal,,6.0,w,q,7.461538461538462,9.0,10.0,3.6881654114971716,6,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2
MM 492-S1,B.Tech Project I,Avradeep Pal,,6.0,w,q,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MM 494,B.Tech Project II,Avradeep Pal,,6.0,None,x,10.0,10.0,10.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM 611,Processing and Characterization of Steel (Lab.),"Samajdar I., Manish M. Pande",Wed-LX-14:00:00-16:55:00-,4.0,"K. Tien and J.F. Elliott (Eds.), Metallurgical Treatises, Metall. Soc. AIME, 1981.G.E. Dieter, Mechanical Metallurgy, McGraw-Hill, 3rd Ed., 1988.K.W. Andrews, Physical Metallurgy Techniques and Applications, Vol. 1 and 2, George Allen & Unwin, London, 1973.E.N. Kaufmann (Ed. in chief), Characterisation of Materials, Vol. 1 and 2, John Wiley and Sons, New Jersey, 2003.","Experiments involving processing, structural characterization and property evaluation of steel. The topics that would be covered are : Processing: melting and casting, heat treatment, thermo-mechanical processing, sheet metal forming and welding. Structural characterization: phase transformation, electron microscopy, crystallography by using modern techniques. Properties: mechanical properties (like fatigue, fracture toughness, integrity assessment) relating to structure and processing, corrosion evaluation.",9.28,10.0,10.0,1.0614455552060438,15,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0
MM 621,Advanced Physical and Mechanical Metallurgy,Samajdar I.,12,6.0,"T.H. Courtney, Mechanical Behavior of Materials, McGraw-Hill, 2nd Ed., 2000.R.W. Cahn, P. Haasen and E.J. Kramer, (Eds.), Materials Science and Technology: A Comprehensive Treatment, VCH, Weinheim, Germany, 1993.R.E. Smallman and A.H.W. Ngan, Physical Metallurgy & Advanced Materials, 7th Edition, Elsevier, 2007.J.W. Martin, R.D. Doherty and B. Cantor, Stability of Microstructures in Metallic Systems, 2nd Edition, Cambridge University Press, UK, 1997.D.A. Porter. and K.E. Easterling, Phase Transformations in Metals and Alloys, Van Nostrand Reinhold, UK, 1986.C.R. Calladine, Plasticity for Engineers 302226 Theory and Applications, Horwood, Chichester, England, 2000.B. Verlinden, J. Driver, I. Samajdar, R.D. Doherty, Thermo-Mechanical Processing of Metallic Materials, Pergamon Materials Series, Series Ed. R.W. Cahn, Elsevier, Amsterdam, 2007.","Microstructure & Properties: solidification and solidification structures, interfaces, crystallographic texture, residual stress, structure-property relations. Plasticity and work hardening: fundamentals, stress-strain behavior, fracture, creep & deformation mechanisms. Recovery, recrystallization, grain growth. Phase transformation: thermodynamic basics, nucleation and growth, spinodal decomposition, martensitic transformations",9.241379310344827,10.0,10.0,1.023131482047469,15,9,0,0,3,1,1,0,0,0,0,0,0,0,0,0
MM 651,Thermodynamics of Materials,Prasanna T.R.S.,3,6.0,"M. Modell and R.C. Reid, Thermodynamics and its Applications, Prentice-Hall, Englewood Cliffs, New Jersey, 1983.H.B. Callen, Thermodynamics and an Introduction to Thermostatics, Jonh Wiley, New York, 1985.R.T. DeHoff, Thermodynamics in Materials Science, McGraw-Hill, Singapore, 1993.","Simple and composite systems, stable equilibrium states. Adiabatic work interaction, heat interaction, internal energy, First law. Reversible processes, heat engines, Second law, Theorem of Clausius, entropy, combined first and second law. Legendre transforms, representations of the fundamental equation. Equilibrium: extremum principles, membrane, phase and reaction equilibria. Single phase systems: Thermodynamic relations among variables. Solutions, partial molal properties, solution models. Phase rule, unary, binary and ternary phase diagrams. Thermodynamics of phase diagrams. Reacting systems, gas phase reactions, Ellingham diagrams, Pourbaix diagrams.",7.296875,8.0,9.0,2.244426518473126,9,16,0,0,9,7,11,6,4,0,2,0,0,0,0,0
MM 654,Advanced Composites,"Amartya Mukhopadhyay, Mithun Chowdhury",6,6.0,"Composites, Engineered Materials Handbook, Vol.1, ASM International, Ohio, 1988.K.K. Chawla, Composite Materials 226 Science & Engineering, Springer-Verlag, New York, 1987.F.L. Matthews and R.D. Rawlings, Composite Materials: Engineering and Science, Chapman & Hall, London 1994.Structure and Properties of Composites, Materials Science and Technology, Vol.13, VCH, Weinheim, Germany, 1993.","Principles of composites, micromechanics of composites. Various types of reinforcements and their properties. Role of interfaces. Fabrication of metal matrix composites : insitu, dispersion hardened, particle, whisker and fibre reinforced; composite coatings by electrodeposition and spray forming. Fabrication of polymeric and ceramic matrix composites. Mechanical physical properties of composites. Mechanisms of fracture in composites. Property evaluation and NDT of composites. Wear and environmental effects in composites.",7.0588235294117645,8.0,8.0,3.1118842410044376,4,1,0,1,6,1,1,0,1,0,2,0,0,0,0,0
MM 659,Transport Phenomena,Deepoo Kumar,5,6.0,"R.B. Bird, W.E. Stewart and E.N. Lightfoot; Transport Phenomena, McGraw-Hill, N.Y., 1960.M. Lesieur, Turbulence in Fluids, M. Nijhoff Pub., Dordrecht, 1987.W. Kurz and D.J. Fischer, "" Fundamentals of Solidifications"" TRans TEch., Pub., 1986.","Review of fundamentals in fluid flow, heat transfer and mass transfer. Introduction of turbulent flow phenomena. Heat transfer with phase change. A few detailed examples of transport phenomena applications to materials processing.",7.589743589743589,9.0,9.0,2.7693619702013135,9,12,0,0,5,2,6,0,2,0,2,0,0,0,0,1
MM 680,Welding Science and Technology,K. Bhanumurthy,6,6.0,"Welding Metallurgy by Sindo Kou, John Wiley, 2003.Principles of Welding by R. W. Messler, Wiley-VCH, 2004.Metallurgy of Welding by J. F. Lancaster, Springer, 1983.Introduction to the Physical Metallurgy of welding by K. Easterling, Butterworth and Heinemann, 1992. Fundamentals of Welding Metallurgy by H. Granjon, Woodhead, 1991.Welding Metallurgy and Weldability of Stainless Steel, Nickel base alloys by J. C. Lippold and D.J. Kotecki, Wiley-Interscience, 2005.Welding Metal hand book (Vol1,Vol2, Vol3 and Vol 4) Published by AWS.","Overview of welding processes, study of welding arc characteristics, metal transfer during arc welding, heat flow during welding, gas-metal and slag-metal reactions. Fluid flow and metal evaporation in welding. Solid state joining processes and Brazing. Weld thermal cycles and residual stresses. Basic concepts of solidification and weld metal solidification. Phase transformations in the fusion zone, heat affected zone ( HAZ) and partially melted zone (PMZ). Phenomena of hot-cracking and cold cracking. Application of above principles to welding of carbon steels, alloy steels, stainless steels and aluminum alloys. Weld assessment and testing.",8.966666666666667,9.0,10.0,1.8659070704090006,14,9,0,0,6,0,0,0,0,0,1,0,0,0,0,0
MM 681,Plastic Deformation and Microstructure Evolution,MJNV Prasad,11,6.0,"R.W. Cahn, P.Haasen and E.J. Kramer(eds), Materials Science and Technology, Vol6, Plastic DEformation and Fracture of materials, H. Mughrabi(vol.ed.), VCH,1993.G. Krasus(ed.), Deformation, Processing and Structure, ASM, 1984.S. Krausz and H. Eyring, Deformation kinetics, JohnWiley and Sons, 1975.T.N. Baer(Ed.,), Yield, flow and fracture of Polycrystals, Applied Science Publishers Ltd., 1983.R.J. Arsenault(Ed.) PLastic Deformation of Materials: Treatise on Materials Science and Technology, Vol.6, Academic Press, 1975.","Molecular theory of deformation kinetics. Rate theory of plastic deformation. Micormechanistic approach for deformation behaviour of single crystals and polycrystals. Low temperature deformation of metals and other crystalline colids. Dynamic strain aging, creep, internal stress. Deformation of intermetallic compounds. Substructural evolution at large strains. Recovery, recrystallization and grain growth during high temperature deformation. Formation cells boundaries, slip in a cell structure and composite model of time dependent flow.",9.142857142857142,10.0,10.0,1.2149857925879117,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MM 694,Seminar,Triratna Muneshwar,,4.0,None,None,9.555555555555555,10.0,10.0,0.7047921864945659,12,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MM 695,High Temperature Corrosion,Vijayshankar Dandapani,1,6.0,"Per Kofstad, High Temperature Corrosion, Elsevier Applied Science, 1988.U.R. Evans, Corrosion and Oxidation of Metals, Arnold Publ., London, 1981.N. Birks and G.H. Meier, Introduction to Oxidation of Metals, Edward Arnold, London, 1983.A.S. Khanna, Introduction to High Temperature Oxidation and Corrosion, ASM International, Materials Park, Ohio, 2002.","Low temperature vs high temperature corrosion. Introduction to oxidation, thermodynamics of gas/metal reaction, stability of oxides/sulphides. Ellingham diagrams; oxidation kinetics 302226 linear, parabolic, cubic, logarithmic rate laws, Wagner302222s theory of oxidation. Types of oxidation: general oxidation, selective oxidation, internal oxidation, breakaway and catastrophic oxidation; defects in oxides (p&n type), Wagner Hauffe Rules, Kroger Vink notations; oxidation vs sulphidation, hot-corrosion, oxidation of important metals and alloys; Use of electron-optical techniques in assessing oxidation damage and understanding oxidation mechanism. Practical examples of high temperature oxidation 302226 power plants, gas turbines, petrochemical plants etc.",8.166666666666666,8.5,9.0,1.4719601443879744,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
MM 699,Corrosion Laboratory,"Smrutiranjan Parida, Vijayshankar Dandapani",L3,4.0,"302267 Electrochemical techniques in corrosion science and engineering, R. G. Kelly, J. R.Scully, D. Shoesmith, R. G. Buchheit, Marcel Dekker, New York, 2003.302267 Electrochemical techniques for corrosion engineering, R. Baboian, NACE, Houston,1986.302267 Introduction to high temperature oxidation and corrosion, A.S. Khanna, ASMInternational, 2002.302267 High Performance Coatings, A.S.Khanna (editor), Woodhead Publication, 2008.","Metallographic sample preparation and microstructural examination using optical microscope of steels, brasses, aluminum alloys, titanium alloys. Potential and pH measurements; weight loss measurements; determination of electrochemical kinetic parameters (Tafel extrapolation), passivity and pitting studies; illustration of role of inhibitors, galvanic corrosion, intergranualr corrosion tests: ASTM A 262 A and EPR techniques; Demonstration of stress corrosion cracking tests : U-bend, slow strains rate and constant load tests. High temperature oxidation kinetics of Cu, steel & SS at 500oC; characterization of oxide layers using optical, SEM/EDS (surface morphology & cross-section); study of bimetallic diffusion couples. Surface preparation and application of paint coatings; characterization: thickness, impact, hardness, adhesion and corrosion performance evaluation using salt spray, UV-weatherometer and EIS. References:",8.428571428571429,9.0,9.0,1.1338934190276817,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
MM 713,Aqueous Corrosion and its Control,Smrutiranjan Parida,5,6.0,"* Corrosion Engineering, 3rd Ed., Mars G. Fontana, * McGraw-Hill, Singapore, 1987.* Corrosion and its Control, 3rd Ed., H.H. Uhlig and R.W. Revie, John Wiley, Singapore, 1991.* Stress corrosion cracking 302226 Theory and Practice, V S Raja and T Shoji (eds), Woodhaed Publishing Limited, Oxford, 2011,* Corrosion Failures: Theory, Case Studies and Solutions, K.E. Perumal and V.S. Raja; John Wiley & Sons, USA 2","Importance and cost of corrosion, thermodynamics of corrosion, passivation, Pourbaix diagram, mixed potential theory of corrosion and its application to understand the influence of oxidizers, effect of velocity of the medium, galvanic corrosion: area relationship in both active and passive states of metals. Computation of corrosion rateDifferent forms of corrosion and their control viz., uniform corrosion, galvanic corrosion, selective leaching, crevice corrosion, filliform corrosion, pitting corrosion, intergranular corrosion, erosion corrosion, fretting damage, stress corrosion cracking, corrosion fatigue, hydrogen embrittlement and microbes induced corrosion.Corrosion testing procedures, inhibitors, cathodic protection, anodic protection, materials selection.",7.545454545454546,7.0,7.0,1.2135597524338357,1,1,0,1,3,4,1,0,0,0,0,0,0,0,0,0
